C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/09,20:30:22,0000000507095307,DEMAND,0000000507095307
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/09 20:30:00",8482,0,0,"2026/03/09 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/09 20:30:00",7465,0,0,"2026/03/09 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/09 20:30:00",1367,0,0,"2026/03/09 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/09 20:30:00",1078,0,0,"2026/03/09 20:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/09 20:30:00",5476,0,0,"2026/03/09 20:30:01"
C,"END OF REPORT",8
