C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/11,00:30:19,0000000507270165,DEMAND,0000000507270165
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/11 00:30:00",7168,0,0,"2026/03/11 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/11 00:30:00",6177,0,0,"2026/03/11 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/11 00:30:00",1448,0,0,"2026/03/11 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/11 00:30:00",879,0,0,"2026/03/11 00:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/11 00:30:00",4945,0,0,"2026/03/11 00:30:01"
C,"END OF REPORT",8
