REGIONID,SETTLEMENTDATE,RRP,TOTALDEMAND,PV_MW,NET_DEMAND,DATE,HOUR,MINUTE
VIC1,2026-03-15 11:30:00,-8.71919,2676,3240.057,-564.0569999999998,2026-03-15,11,30
VIC1,2026-03-15 12:00:00,-7.237751666666667,2540,3418.745,-878.7449999999999,2026-03-15,12,0
VIC1,2026-03-15 12:30:00,-8.789863333333335,2534,3458.601,-924.6010000000001,2026-03-15,12,30
VIC1,2026-03-15 13:00:00,-9.45857,2632,3380.887,-748.8870000000002,2026-03-15,13,0
VIC1,2026-03-15 13:30:00,-6.143321666666666,2775,3247.037,-472.0369999999998,2026-03-15,13,30
VIC1,2026-03-15 14:00:00,-7.164495,3033,3118.411,-85.41100000000006,2026-03-15,14,0
VIC1,2026-03-15 14:30:00,-7.172103333333332,3141,2901.197,239.80299999999988,2026-03-15,14,30
VIC1,2026-03-15 15:00:00,1.0557549999999998,3582,2473.325,1108.6750000000002,2026-03-15,15,0
VIC1,2026-03-15 15:30:00,38.741629999999994,4121,1969.165,2151.835,2026-03-15,15,30
VIC1,2026-03-15 16:00:00,61.346825,4769,1434.747,3334.2529999999997,2026-03-15,16,0
VIC1,2026-03-15 16:30:00,59.50469833333333,5273,896.466,4376.534,2026-03-15,16,30
VIC1,2026-03-15 17:00:00,82.39521166666667,5557,630.618,4926.382,2026-03-15,17,0
VIC1,2026-03-15 17:30:00,85.9181,5745,416.613,5328.387,2026-03-15,17,30
VIC1,2026-03-15 18:00:00,88.67832166666666,5833,210.821,5622.179,2026-03-15,18,0
VIC1,2026-03-15 18:30:00,89.50922166666668,5787,64.742,5722.258,2026-03-15,18,30
VIC1,2026-03-15 19:00:00,94.100475,5735,0.929,5734.071,2026-03-15,19,0
VIC1,2026-03-15 19:30:00,98.15629833333332,5693,0.0,5693.0,2026-03-15,19,30
VIC1,2026-03-15 20:00:00,102.95630333333334,5500,0.0,5500.0,2026-03-15,20,0
VIC1,2026-03-15 20:30:00,106.89083666666666,5335,0.0,5335.0,2026-03-15,20,30
VIC1,2026-03-15 21:00:00,98.02999999999999,5146,0.0,5146.0,2026-03-15,21,0
VIC1,2026-03-15 21:30:00,89.57968833333332,4975,0.0,4975.0,2026-03-15,21,30
VIC1,2026-03-15 22:00:00,79.81594833333334,4852,0.0,4852.0,2026-03-15,22,0
VIC1,2026-03-15 22:30:00,87.26538333333333,4737,0.0,4737.0,2026-03-15,22,30
VIC1,2026-03-15 23:00:00,78.30169666666667,4652,0.0,4652.0,2026-03-15,23,0
VIC1,2026-03-15 23:30:00,71.143265,4774,0.0,4774.0,2026-03-15,23,30
VIC1,2026-03-16 00:00:00,68.530705,4764,0.0,4764.0,2026-03-16,0,0
VIC1,2026-03-16 00:30:00,63.653744999999994,4617,0.0,4617.0,2026-03-16,0,30
VIC1,2026-03-16 01:00:00,60.24238833333334,4542,0.0,4542.0,2026-03-16,1,0
VIC1,2026-03-16 01:30:00,57.015701666666665,4500,0.0,4500.0,2026-03-16,1,30
VIC1,2026-03-16 02:00:00,60.32721833333333,4400,0.0,4400.0,2026-03-16,2,0
VIC1,2026-03-16 02:30:00,58.57830666666666,4317,0.0,4317.0,2026-03-16,2,30
VIC1,2026-03-16 03:00:00,57.634825,4316,0.0,4316.0,2026-03-16,3,0
VIC1,2026-03-16 03:30:00,60.076228333333326,4306,0.0,4306.0,2026-03-16,3,30
VIC1,2026-03-16 04:00:00,65.49051,4337,0.0,4337.0,2026-03-16,4,0
