SETTLEMENTDATE,REGIONID,RRP
2026-03-11 02:35:00,VIC1,-4.36
2026-03-11 02:40:00,VIC1,-4.2796
2026-03-11 02:45:00,VIC1,-4.42
2026-03-11 02:50:00,VIC1,-6.5
2026-03-11 02:55:00,VIC1,-6.5
2026-03-11 03:00:00,VIC1,-4.42
2026-03-11 03:05:00,VIC1,-6.5
2026-03-11 03:10:00,VIC1,-4.44072
2026-03-11 03:15:00,VIC1,-4.68
2026-03-11 03:20:00,VIC1,-7.99
2026-03-11 03:25:00,VIC1,-6.95645
2026-03-11 03:30:00,VIC1,-6.85106
2026-03-11 03:35:00,VIC1,-6.5
2026-03-11 03:40:00,VIC1,-4.42
2026-03-11 03:45:00,VIC1,-6.5
2026-03-11 03:50:00,VIC1,-7.3869
2026-03-11 03:55:00,VIC1,-6.5
2026-03-11 04:00:00,VIC1,-4.42
2026-03-11 04:05:00,VIC1,-6.89676
2026-03-11 04:10:00,VIC1,-7.42844
2026-03-11 04:15:00,VIC1,-6.5
2026-03-11 04:20:00,VIC1,-6.93534
2026-03-11 04:25:00,VIC1,-6.90197
2026-03-11 04:30:00,VIC1,-6.5
2026-03-11 04:35:00,VIC1,-7.99
2026-03-11 04:40:00,VIC1,-7.26163
2026-03-11 04:45:00,VIC1,-7.32839
2026-03-11 04:50:00,VIC1,-7.36474
2026-03-11 04:55:00,VIC1,-6.5
2026-03-11 05:00:00,VIC1,-6.5
2026-03-11 05:05:00,VIC1,-4.42
2026-03-11 05:10:00,VIC1,-4.42
2026-03-11 05:15:00,VIC1,-4.36
2026-03-11 05:20:00,VIC1,-4.42
2026-03-11 05:25:00,VIC1,-4.42
2026-03-11 05:30:00,VIC1,-4.42
2026-03-11 05:35:00,VIC1,-4.5919
2026-03-11 05:40:00,VIC1,-8.66513
2026-03-11 05:45:00,VIC1,-4.42
2026-03-11 05:50:00,VIC1,-7.99
2026-03-11 05:55:00,VIC1,-7.99
2026-03-11 06:00:00,VIC1,-7.14354
2026-03-11 06:05:00,VIC1,-7.04376
2026-03-11 06:10:00,VIC1,-4.29016
2026-03-11 06:15:00,VIC1,-0.1
2026-03-11 06:20:00,VIC1,-0.1
2026-03-11 06:25:00,VIC1,-0.1
2026-03-11 06:30:00,VIC1,-1.14583
2026-03-11 06:35:00,VIC1,-0.1
2026-03-11 06:40:00,VIC1,-0.1
2026-03-11 06:45:00,VIC1,-0.1
2026-03-11 06:50:00,VIC1,-0.1
2026-03-11 06:55:00,VIC1,-0.1
2026-03-11 07:00:00,VIC1,-0.1
2026-03-11 07:05:00,VIC1,-0.1
2026-03-11 07:10:00,VIC1,-3.88841
2026-03-11 07:15:00,VIC1,-0.1
2026-03-11 07:20:00,VIC1,-4.42
2026-03-11 07:25:00,VIC1,-6.5
2026-03-11 07:30:00,VIC1,-6.5
2026-03-11 07:35:00,VIC1,-6.5
2026-03-11 07:40:00,VIC1,-6.5
2026-03-11 07:45:00,VIC1,-6.5
2026-03-11 07:50:00,VIC1,-7.2839
2026-03-11 07:55:00,VIC1,-6.5
2026-03-11 08:00:00,VIC1,-6.66053
2026-03-11 08:05:00,VIC1,-7.99
2026-03-11 08:10:00,VIC1,0.01
2026-03-11 08:15:00,VIC1,-7.99
2026-03-11 08:20:00,VIC1,-15.86521
2026-03-11 08:25:00,VIC1,-4.82239
2026-03-11 08:30:00,VIC1,-1.89592
2026-03-11 08:35:00,VIC1,-7.99
2026-03-11 08:40:00,VIC1,-7.99
2026-03-11 08:45:00,VIC1,-4.628
2026-03-11 08:50:00,VIC1,-6.66698
2026-03-11 08:55:00,VIC1,-2.68
2026-03-11 09:00:00,VIC1,-2.30759
2026-03-11 09:05:00,VIC1,-4.50835
2026-03-11 09:10:00,VIC1,-4.65135
2026-03-11 09:15:00,VIC1,-4.42
2026-03-11 09:20:00,VIC1,-4.26
2026-03-11 09:25:00,VIC1,-4.36
2026-03-11 09:30:00,VIC1,-4.26
2026-03-11 09:35:00,VIC1,-4.19096
2026-03-11 09:40:00,VIC1,-4.26
2026-03-11 09:45:00,VIC1,-4.26
2026-03-11 09:50:00,VIC1,-4.36
2026-03-11 09:55:00,VIC1,-4.42
2026-03-11 10:00:00,VIC1,-4.87561
2026-03-11 10:05:00,VIC1,-4.42
2026-03-11 10:10:00,VIC1,-4.22013
2026-03-11 10:15:00,VIC1,-3.25
2026-03-11 10:20:00,VIC1,-3.78008
2026-03-11 10:25:00,VIC1,-4.25
2026-03-11 10:30:00,VIC1,-4.42
2026-03-11 10:35:00,VIC1,-4.26
2026-03-11 10:40:00,VIC1,-4.26
2026-03-11 10:45:00,VIC1,-3.25
2026-03-11 10:50:00,VIC1,-0.1
2026-03-11 10:55:00,VIC1,14.04937
2026-03-11 11:00:00,VIC1,46.67
2026-03-11 11:05:00,VIC1,36.88015
2026-03-11 11:10:00,VIC1,35.87015
2026-03-11 11:15:00,VIC1,46.74
2026-03-11 11:20:00,VIC1,50.94
2026-03-11 11:25:00,VIC1,54.67
2026-03-11 11:30:00,VIC1,19.68
2026-03-11 11:35:00,VIC1,35.01371
2026-03-11 11:40:00,VIC1,-3.25
2026-03-11 11:45:00,VIC1,0.0
2026-03-11 11:50:00,VIC1,54.4
2026-03-11 11:55:00,VIC1,8.95
2026-03-11 12:00:00,VIC1,0.01
2026-03-11 12:05:00,VIC1,8.6126
2026-03-11 12:10:00,VIC1,0.02165
2026-03-11 12:15:00,VIC1,-3.25
2026-03-11 12:20:00,VIC1,-2.5
2026-03-11 12:25:00,VIC1,0.0
2026-03-11 12:30:00,VIC1,-4.06208
2026-03-11 12:35:00,VIC1,-4.8296
2026-03-11 12:40:00,VIC1,-3.98082
2026-03-11 12:45:00,VIC1,-3.81097
2026-03-11 12:50:00,VIC1,-3.86263
2026-03-11 12:55:00,VIC1,-3.80271
2026-03-11 13:00:00,VIC1,-4.46032
2026-03-11 13:05:00,VIC1,-4.58148
2026-03-11 13:10:00,VIC1,-5.09
2026-03-11 13:15:00,VIC1,-8.29993
2026-03-11 13:20:00,VIC1,-12.67
2026-03-11 13:25:00,VIC1,-12.67
2026-03-11 13:30:00,VIC1,-13.4
2026-03-11 13:35:00,VIC1,-14.04
2026-03-11 13:40:00,VIC1,-14.04
2026-03-11 13:45:00,VIC1,-14.13993
2026-03-11 13:50:00,VIC1,-14.04
2026-03-11 13:55:00,VIC1,-7.34993
2026-03-11 14:00:00,VIC1,-28.23273
2026-03-11 14:05:00,VIC1,-19.99
2026-03-11 14:10:00,VIC1,-14.1
2026-03-11 14:15:00,VIC1,-14.1
2026-03-11 14:20:00,VIC1,-16.72
2026-03-11 14:25:00,VIC1,-19.99
2026-03-11 14:30:00,VIC1,-30.24
2026-03-11 14:35:00,VIC1,-34.46
2026-03-11 14:40:00,VIC1,-36.67
2026-03-11 14:45:00,VIC1,-38.67
2026-03-11 14:50:00,VIC1,-40.37
2026-03-11 14:55:00,VIC1,-38.69
2026-03-11 15:00:00,VIC1,-39.12
2026-03-11 15:05:00,VIC1,-40.97
2026-03-11 15:10:00,VIC1,-38.69
2026-03-11 15:15:00,VIC1,-50.01
2026-03-11 15:20:00,VIC1,-50.01
2026-03-11 15:25:00,VIC1,-50.11
2026-03-11 15:30:00,VIC1,-38.78
2026-03-11 15:35:00,VIC1,-50.11
2026-03-11 15:40:00,VIC1,-38.69
2026-03-11 15:45:00,VIC1,-16.67
2026-03-11 15:50:00,VIC1,-19.99
2026-03-11 15:55:00,VIC1,-19.99
2026-03-11 16:00:00,VIC1,-50.11
2026-03-11 16:05:00,VIC1,-38.67
2026-03-11 16:10:00,VIC1,-20.92465
2026-03-11 16:15:00,VIC1,-20.89518
2026-03-11 16:20:00,VIC1,-14.1
2026-03-11 16:25:00,VIC1,-13.4
2026-03-11 16:30:00,VIC1,-13.4
2026-03-11 16:35:00,VIC1,-13.4
2026-03-11 16:40:00,VIC1,-13.4
2026-03-11 16:45:00,VIC1,-13.4
2026-03-11 16:50:00,VIC1,-13.4
2026-03-11 16:55:00,VIC1,-13.4
2026-03-11 17:00:00,VIC1,-13.4
2026-03-11 17:05:00,VIC1,-8.4704
2026-03-11 17:10:00,VIC1,-7.99
2026-03-11 17:15:00,VIC1,-7.99
2026-03-11 17:20:00,VIC1,-8.53211
2026-03-11 17:25:00,VIC1,-7.99
2026-03-11 17:30:00,VIC1,-7.99
2026-03-11 17:35:00,VIC1,-13.4
2026-03-11 17:40:00,VIC1,-7.35822
2026-03-11 17:45:00,VIC1,-7.7116
2026-03-11 17:50:00,VIC1,-7.26764
2026-03-11 17:55:00,VIC1,-6.5
2026-03-11 18:00:00,VIC1,-4.26
2026-03-11 18:05:00,VIC1,-6.5
2026-03-11 18:10:00,VIC1,-4.42
2026-03-11 18:15:00,VIC1,-4.04841
2026-03-11 18:20:00,VIC1,-2.5
2026-03-11 18:25:00,VIC1,-0.1
2026-03-11 18:30:00,VIC1,-0.1
2026-03-11 18:35:00,VIC1,-4.01792
2026-03-11 18:40:00,VIC1,-2.5
2026-03-11 18:45:00,VIC1,-0.1
2026-03-11 18:50:00,VIC1,-0.1
2026-03-11 18:55:00,VIC1,0.0
2026-03-11 19:00:00,VIC1,0.0
2026-03-11 19:05:00,VIC1,6.82
2026-03-11 19:10:00,VIC1,8.32202
2026-03-11 19:15:00,VIC1,12.71
2026-03-11 19:20:00,VIC1,12.71
2026-03-11 19:25:00,VIC1,12.71
2026-03-11 19:30:00,VIC1,12.71
2026-03-11 19:35:00,VIC1,15.66
2026-03-11 19:40:00,VIC1,12.71
2026-03-11 19:45:00,VIC1,12.71
2026-03-11 19:50:00,VIC1,12.71
2026-03-11 19:55:00,VIC1,12.71
2026-03-11 20:00:00,VIC1,8.94951
2026-03-11 20:05:00,VIC1,8.95022
2026-03-11 20:10:00,VIC1,7.95022
2026-03-11 20:15:00,VIC1,8.69229
2026-03-11 20:20:00,VIC1,8.95022
2026-03-11 20:25:00,VIC1,8.95022
2026-03-11 20:30:00,VIC1,8.94956
2026-03-11 20:35:00,VIC1,12.71
2026-03-11 20:40:00,VIC1,13.69991
2026-03-11 20:45:00,VIC1,8.9502
2026-03-11 20:50:00,VIC1,12.71
2026-03-11 20:55:00,VIC1,12.71
2026-03-11 21:00:00,VIC1,12.71
2026-03-11 21:05:00,VIC1,8.95018
2026-03-11 21:10:00,VIC1,12.71
2026-03-11 21:15:00,VIC1,8.50174
2026-03-11 21:20:00,VIC1,8.95
2026-03-11 21:25:00,VIC1,8.95
2026-03-11 21:30:00,VIC1,12.71
2026-03-11 21:35:00,VIC1,12.71
2026-03-11 21:40:00,VIC1,12.71
2026-03-11 21:45:00,VIC1,8.95
2026-03-11 21:50:00,VIC1,12.71
2026-03-11 21:55:00,VIC1,8.95017
2026-03-11 22:00:00,VIC1,12.71
2026-03-11 22:05:00,VIC1,12.71
2026-03-11 22:10:00,VIC1,15.66
2026-03-11 22:15:00,VIC1,15.66
2026-03-11 22:20:00,VIC1,12.71
2026-03-11 22:25:00,VIC1,8.95
2026-03-11 22:30:00,VIC1,8.95
2026-03-11 22:35:00,VIC1,12.71
2026-03-11 22:40:00,VIC1,8.82993
2026-03-11 22:45:00,VIC1,8.83308
2026-03-11 22:50:00,VIC1,8.95
2026-03-11 22:55:00,VIC1,8.86209
2026-03-11 23:00:00,VIC1,8.95
2026-03-11 23:05:00,VIC1,8.95
2026-03-11 23:10:00,VIC1,15.66
2026-03-11 23:15:00,VIC1,15.66
2026-03-11 23:20:00,VIC1,15.66
2026-03-11 23:25:00,VIC1,15.66
2026-03-11 23:30:00,VIC1,15.66
2026-03-11 23:35:00,VIC1,17.64026
2026-03-11 23:40:00,VIC1,15.69
2026-03-11 23:45:00,VIC1,15.66
2026-03-11 23:50:00,VIC1,15.66
2026-03-11 23:55:00,VIC1,15.66
2026-03-12 00:00:00,VIC1,13.05287
2026-03-12 00:05:00,VIC1,15.67
2026-03-12 00:10:00,VIC1,12.71
2026-03-12 00:15:00,VIC1,12.71
2026-03-12 00:20:00,VIC1,8.5818
2026-03-12 00:25:00,VIC1,8.95
2026-03-12 00:30:00,VIC1,7.95029
2026-03-12 00:35:00,VIC1,0.01
2026-03-12 00:40:00,VIC1,6.82
2026-03-12 00:45:00,VIC1,12.71
2026-03-12 00:50:00,VIC1,8.95
2026-03-12 00:55:00,VIC1,0.01
2026-03-12 01:00:00,VIC1,8.50577
2026-03-12 01:05:00,VIC1,8.95
2026-03-12 01:10:00,VIC1,8.95
2026-03-12 01:15:00,VIC1,8.95
2026-03-12 01:20:00,VIC1,6.82
2026-03-12 01:25:00,VIC1,8.89988
2026-03-12 01:30:00,VIC1,8.9
2026-03-12 01:35:00,VIC1,7.95
2026-03-12 01:40:00,VIC1,6.82
2026-03-12 01:45:00,VIC1,8.62295
2026-03-12 01:50:00,VIC1,8.90021
2026-03-12 01:55:00,VIC1,8.95
2026-03-12 02:00:00,VIC1,8.95
2026-03-12 02:05:00,VIC1,8.95
2026-03-12 02:10:00,VIC1,8.95
2026-03-12 02:15:00,VIC1,0.01
2026-03-12 02:20:00,VIC1,8.95
2026-03-12 02:25:00,VIC1,8.95
2026-03-12 02:30:00,VIC1,14.21005
2026-03-12 02:35:00,VIC1,8.95
2026-03-12 02:40:00,VIC1,12.71
2026-03-12 02:45:00,VIC1,12.71
2026-03-12 02:50:00,VIC1,12.71
2026-03-12 02:55:00,VIC1,12.71
2026-03-12 03:00:00,VIC1,0.01
2026-03-12 03:05:00,VIC1,6.75
2026-03-12 03:10:00,VIC1,12.71
2026-03-12 03:15:00,VIC1,8.95
2026-03-12 03:20:00,VIC1,8.95
2026-03-12 03:25:00,VIC1,15.66
2026-03-12 03:30:00,VIC1,15.66
2026-03-12 03:35:00,VIC1,13.84581
2026-03-12 03:40:00,VIC1,14.5681
2026-03-12 03:45:00,VIC1,15.67
2026-03-12 03:50:00,VIC1,15.67
2026-03-12 03:55:00,VIC1,15.7
2026-03-12 04:00:00,VIC1,17.59965
2026-03-12 04:05:00,VIC1,15.7
2026-03-12 04:10:00,VIC1,15.68
2026-03-12 04:15:00,VIC1,17.88334
2026-03-12 04:20:00,VIC1,22.05
2026-03-12 04:25:00,VIC1,20.55749
2026-03-12 04:30:00,VIC1,19.18
2026-03-12 04:35:00,VIC1,19.68
2026-03-12 04:40:00,VIC1,22.05
2026-03-12 04:45:00,VIC1,22.05
2026-03-12 04:50:00,VIC1,31.69
2026-03-12 04:55:00,VIC1,31.69
2026-03-12 05:00:00,VIC1,20.9534
2026-03-12 05:05:00,VIC1,21.40642
2026-03-12 05:10:00,VIC1,31.69
2026-03-12 05:15:00,VIC1,22.05
2026-03-12 05:20:00,VIC1,20.98292
2026-03-12 05:25:00,VIC1,21.10823
2026-03-12 05:30:00,VIC1,21.10823
2026-03-12 05:35:00,VIC1,19.18004
2026-03-12 05:40:00,VIC1,20.03427
2026-03-12 05:45:00,VIC1,19.18004
2026-03-12 05:50:00,VIC1,22.01314
2026-03-12 05:55:00,VIC1,22.05
2026-03-12 06:00:00,VIC1,19.18004
2026-03-12 06:05:00,VIC1,15.93
2026-03-12 06:10:00,VIC1,19.18004
2026-03-12 06:15:00,VIC1,22.7619
2026-03-12 06:20:00,VIC1,21.1885
2026-03-12 06:25:00,VIC1,22.05
2026-03-12 06:30:00,VIC1,30.2238
2026-03-12 06:35:00,VIC1,31.69
2026-03-12 06:40:00,VIC1,31.9
2026-03-12 06:45:00,VIC1,31.69
2026-03-12 06:50:00,VIC1,31.69
2026-03-12 06:55:00,VIC1,21.47347
2026-03-12 07:00:00,VIC1,30.20853
2026-03-12 07:05:00,VIC1,26.58473
2026-03-12 07:10:00,VIC1,29.71259
2026-03-12 07:15:00,VIC1,21.42597
2026-03-12 07:20:00,VIC1,12.71
2026-03-12 07:25:00,VIC1,23.18682
2026-03-12 07:30:00,VIC1,8.95026
2026-03-12 07:35:00,VIC1,-0.0497
2026-03-12 07:40:00,VIC1,-0.1
2026-03-12 07:45:00,VIC1,-2.84239
2026-03-12 07:50:00,VIC1,-4.26
2026-03-12 07:55:00,VIC1,-7.25
2026-03-12 08:00:00,VIC1,-4.75
2026-03-12 08:05:00,VIC1,-4.75
2026-03-12 08:10:00,VIC1,-7.99
2026-03-12 08:15:00,VIC1,-7.99
2026-03-12 08:20:00,VIC1,-7.25
2026-03-12 08:25:00,VIC1,-7.25
2026-03-12 08:30:00,VIC1,-4.75
2026-03-12 08:35:00,VIC1,-4.36
2026-03-12 08:40:00,VIC1,-4.75
2026-03-12 08:45:00,VIC1,-6.5
2026-03-12 08:50:00,VIC1,-4.26
2026-03-12 08:55:00,VIC1,-4.26
2026-03-12 09:00:00,VIC1,-4.75
2026-03-12 09:05:00,VIC1,-4.42
2026-03-12 09:10:00,VIC1,-4.26
2026-03-12 09:15:00,VIC1,-3.93
2026-03-12 09:20:00,VIC1,-4.26
2026-03-12 09:25:00,VIC1,-4.26
2026-03-12 09:30:00,VIC1,-6.5
2026-03-12 09:35:00,VIC1,-4.75
2026-03-12 09:40:00,VIC1,-7.25
2026-03-12 09:45:00,VIC1,-4.75
2026-03-12 09:50:00,VIC1,-7.25
2026-03-12 09:55:00,VIC1,-4.42
2026-03-12 10:00:00,VIC1,-4.42
2026-03-12 10:05:00,VIC1,-4.42
2026-03-12 10:10:00,VIC1,-4.42
2026-03-12 10:15:00,VIC1,-7.25
2026-03-12 10:20:00,VIC1,-4.75
2026-03-12 10:25:00,VIC1,-7.25
2026-03-12 10:30:00,VIC1,-6.5
2026-03-12 10:35:00,VIC1,-6.7982
2026-03-12 10:40:00,VIC1,-12.67
2026-03-12 10:45:00,VIC1,-6.5
2026-03-12 10:50:00,VIC1,-7.75082
2026-03-12 10:55:00,VIC1,-12.67
2026-03-12 11:00:00,VIC1,-13.4
2026-03-12 11:05:00,VIC1,-7.25
2026-03-12 11:10:00,VIC1,-12.67
2026-03-12 11:15:00,VIC1,-13.06
2026-03-12 11:20:00,VIC1,-12.67
2026-03-12 11:25:00,VIC1,-6.5
2026-03-12 11:30:00,VIC1,-6.5
2026-03-12 11:35:00,VIC1,-14.04
2026-03-12 11:40:00,VIC1,-14.04
2026-03-12 11:45:00,VIC1,-13.4
2026-03-12 11:50:00,VIC1,-19.99
2026-03-12 11:55:00,VIC1,-19.99
2026-03-12 12:00:00,VIC1,-34.1
2026-03-12 12:05:00,VIC1,-13.25
2026-03-12 12:10:00,VIC1,-19.99
2026-03-12 12:15:00,VIC1,-13.4
2026-03-12 12:20:00,VIC1,-38.67
2026-03-12 12:25:00,VIC1,-38.67
2026-03-12 12:30:00,VIC1,-14.1
2026-03-12 12:35:00,VIC1,-14.1
2026-03-12 12:40:00,VIC1,-14.1
2026-03-12 12:45:00,VIC1,-14.1
2026-03-12 12:50:00,VIC1,-20.37
2026-03-12 12:55:00,VIC1,-19.99
2026-03-12 13:00:00,VIC1,-20.37
2026-03-12 13:05:00,VIC1,-19.99
2026-03-12 13:10:00,VIC1,-14.1
2026-03-12 13:15:00,VIC1,-34.1
2026-03-12 13:20:00,VIC1,-35.96
2026-03-12 13:25:00,VIC1,-14.1
2026-03-12 13:30:00,VIC1,-19.99
2026-03-12 13:35:00,VIC1,-34.1
2026-03-12 13:40:00,VIC1,-34.1
2026-03-12 13:45:00,VIC1,-10.26
2026-03-12 13:50:00,VIC1,-17.36644
2026-03-12 13:55:00,VIC1,-13.4
2026-03-12 14:00:00,VIC1,-13.06
2026-03-12 14:05:00,VIC1,-19.99
2026-03-12 14:10:00,VIC1,-13.07
2026-03-12 14:15:00,VIC1,-14.1
2026-03-12 14:20:00,VIC1,-19.99
2026-03-12 14:25:00,VIC1,-14.1
2026-03-12 14:30:00,VIC1,-19.99
2026-03-12 14:35:00,VIC1,-7.25
2026-03-12 14:40:00,VIC1,-19.99
2026-03-12 14:45:00,VIC1,-19.07
2026-03-12 14:50:00,VIC1,-19.99
2026-03-12 14:55:00,VIC1,-14.1
2026-03-12 15:00:00,VIC1,-14.1
2026-03-12 15:05:00,VIC1,-37.16
2026-03-12 15:10:00,VIC1,-14.1
2026-03-12 15:15:00,VIC1,-19.99
2026-03-12 15:20:00,VIC1,-33.58
2026-03-12 15:25:00,VIC1,-14.1
2026-03-12 15:30:00,VIC1,-13.4
2026-03-12 15:35:00,VIC1,-13.4
2026-03-12 15:40:00,VIC1,-14.1
2026-03-12 15:45:00,VIC1,-13.4
2026-03-12 15:50:00,VIC1,-10.57
2026-03-12 15:55:00,VIC1,-7.25
2026-03-12 16:00:00,VIC1,-6.5
2026-03-12 16:05:00,VIC1,-6.5
2026-03-12 16:10:00,VIC1,-6.5
2026-03-12 16:15:00,VIC1,-4.42
2026-03-12 16:20:00,VIC1,-4.75
2026-03-12 16:25:00,VIC1,-3.93
2026-03-12 16:30:00,VIC1,-3.25
2026-03-12 16:35:00,VIC1,-2.5
2026-03-12 16:40:00,VIC1,-5.09
2026-03-12 16:45:00,VIC1,-3.93
2026-03-12 16:50:00,VIC1,-5.61
2026-03-12 16:55:00,VIC1,-5.09
2026-03-12 17:00:00,VIC1,-4.26
2026-03-12 17:05:00,VIC1,-7.3108
2026-03-12 17:10:00,VIC1,-4.26
2026-03-12 17:15:00,VIC1,-6.16447
2026-03-12 17:20:00,VIC1,-4.26
2026-03-12 17:25:00,VIC1,-3.84474
2026-03-12 17:30:00,VIC1,-4.26
2026-03-12 17:35:00,VIC1,-4.01362
2026-03-12 17:40:00,VIC1,-3.82879
2026-03-12 17:45:00,VIC1,-4.0839
2026-03-12 17:50:00,VIC1,-4.24531
2026-03-12 17:55:00,VIC1,-3.25
2026-03-12 18:00:00,VIC1,-0.1
2026-03-12 18:05:00,VIC1,-2.5
2026-03-12 18:10:00,VIC1,-0.1
2026-03-12 18:15:00,VIC1,0.00026
2026-03-12 18:20:00,VIC1,0.01
2026-03-12 18:25:00,VIC1,0.01
2026-03-12 18:30:00,VIC1,8.95
2026-03-12 18:35:00,VIC1,12.71
2026-03-12 18:40:00,VIC1,17.28008
2026-03-12 18:45:00,VIC1,12.71
2026-03-12 18:50:00,VIC1,12.71
2026-03-12 18:55:00,VIC1,12.71
2026-03-12 19:00:00,VIC1,12.71
2026-03-12 19:05:00,VIC1,8.95
2026-03-12 19:10:00,VIC1,8.95014
2026-03-12 19:15:00,VIC1,8.95
2026-03-12 19:20:00,VIC1,8.94975
2026-03-12 19:25:00,VIC1,8.95
2026-03-12 19:30:00,VIC1,12.71
2026-03-12 19:35:00,VIC1,8.67063
2026-03-12 19:40:00,VIC1,8.69749
2026-03-12 19:45:00,VIC1,8.84921
2026-03-12 19:50:00,VIC1,8.86048
2026-03-12 19:55:00,VIC1,8.9477
2026-03-12 20:00:00,VIC1,8.95
2026-03-12 20:05:00,VIC1,9.21991
2026-03-12 20:10:00,VIC1,8.99755
2026-03-12 20:15:00,VIC1,6.82
2026-03-12 20:20:00,VIC1,6.96045
2026-03-12 20:25:00,VIC1,8.95
2026-03-12 20:30:00,VIC1,9.12604
2026-03-12 20:35:00,VIC1,12.71
2026-03-12 20:40:00,VIC1,12.71
2026-03-12 20:45:00,VIC1,31.69
2026-03-12 20:50:00,VIC1,15.72
2026-03-12 20:55:00,VIC1,15.66
2026-03-12 21:00:00,VIC1,23.02407
2026-03-12 21:05:00,VIC1,9.53324
2026-03-12 21:10:00,VIC1,15.66
2026-03-12 21:15:00,VIC1,23.03986
2026-03-12 21:20:00,VIC1,22.05
2026-03-12 21:25:00,VIC1,22.05
2026-03-12 21:30:00,VIC1,22.05
2026-03-12 21:35:00,VIC1,22.05
2026-03-12 21:40:00,VIC1,19.18
2026-03-12 21:45:00,VIC1,19.18
2026-03-12 21:50:00,VIC1,12.71
2026-03-12 21:55:00,VIC1,19.18
2026-03-12 22:00:00,VIC1,19.18
2026-03-12 22:05:00,VIC1,15.66
2026-03-12 22:10:00,VIC1,14.56247
2026-03-12 22:15:00,VIC1,15.66
2026-03-12 22:20:00,VIC1,8.94996
2026-03-12 22:25:00,VIC1,8.94996
2026-03-12 22:30:00,VIC1,12.71
2026-03-12 22:35:00,VIC1,12.71
2026-03-12 22:40:00,VIC1,22.05014
2026-03-12 22:45:00,VIC1,15.66
2026-03-12 22:50:00,VIC1,12.71
2026-03-12 22:55:00,VIC1,7.05
2026-03-12 23:00:00,VIC1,12.71
2026-03-12 23:05:00,VIC1,15.66
2026-03-12 23:10:00,VIC1,19.18013
2026-03-12 23:15:00,VIC1,22.05
2026-03-12 23:20:00,VIC1,18.46014
2026-03-12 23:25:00,VIC1,17.49081
2026-03-12 23:30:00,VIC1,15.66
2026-03-12 23:35:00,VIC1,19.18004
2026-03-12 23:40:00,VIC1,15.72
2026-03-12 23:45:00,VIC1,15.66
2026-03-12 23:50:00,VIC1,8.95012
2026-03-12 23:55:00,VIC1,7.96012
2026-03-13 00:00:00,VIC1,8.95012
2026-03-13 00:05:00,VIC1,8.95011
2026-03-13 00:10:00,VIC1,8.95011
2026-03-13 00:15:00,VIC1,7.05
2026-03-13 00:20:00,VIC1,8.22988
2026-03-13 00:25:00,VIC1,8.94989
2026-03-13 00:30:00,VIC1,8.95
2026-03-13 00:35:00,VIC1,8.94989
2026-03-13 00:40:00,VIC1,0.01
2026-03-13 00:45:00,VIC1,5e-05
2026-03-13 00:50:00,VIC1,3.50994
2026-03-13 00:55:00,VIC1,8.95011
2026-03-13 01:00:00,VIC1,8.95
2026-03-13 01:05:00,VIC1,0.0
2026-03-13 01:10:00,VIC1,0.01006
2026-03-13 01:15:00,VIC1,0.01
2026-03-13 01:20:00,VIC1,0.0
2026-03-13 01:25:00,VIC1,-0.1
2026-03-13 01:30:00,VIC1,-0.1
2026-03-13 01:35:00,VIC1,-2.5
2026-03-13 01:40:00,VIC1,0.0
2026-03-13 01:45:00,VIC1,0.0
2026-03-13 01:50:00,VIC1,-0.1
2026-03-13 01:55:00,VIC1,3.39
2026-03-13 02:00:00,VIC1,7.96
2026-03-13 02:05:00,VIC1,0.01
2026-03-13 02:10:00,VIC1,0.01
2026-03-13 02:15:00,VIC1,-0.1
2026-03-13 02:20:00,VIC1,-2.5
2026-03-13 02:25:00,VIC1,0.01
2026-03-13 02:30:00,VIC1,0.01
2026-03-13 02:35:00,VIC1,5e-05
2026-03-13 02:40:00,VIC1,0.01
2026-03-13 02:45:00,VIC1,5e-05
2026-03-13 02:50:00,VIC1,5e-05
2026-03-13 02:55:00,VIC1,7.96
2026-03-13 03:00:00,VIC1,0.01
2026-03-13 03:05:00,VIC1,0.01
2026-03-13 03:10:00,VIC1,0.01
2026-03-13 03:15:00,VIC1,0.01
2026-03-13 03:20:00,VIC1,5e-05
2026-03-13 03:25:00,VIC1,8.88
2026-03-13 03:30:00,VIC1,8.95006
2026-03-13 03:35:00,VIC1,8.95
2026-03-13 03:40:00,VIC1,6.82
2026-03-13 03:45:00,VIC1,8.88
2026-03-13 03:50:00,VIC1,8.88
2026-03-13 03:55:00,VIC1,7.96
2026-03-13 04:00:00,VIC1,6.82
2026-03-13 04:05:00,VIC1,10.22
2026-03-13 04:10:00,VIC1,12.71
2026-03-13 04:15:00,VIC1,12.71
2026-03-13 04:20:00,VIC1,8.94984
2026-03-13 04:25:00,VIC1,8.95008
2026-03-13 04:30:00,VIC1,13.71
2026-03-13 04:35:00,VIC1,12.71
2026-03-13 04:40:00,VIC1,8.95
2026-03-13 04:45:00,VIC1,15.54804
2026-03-13 04:50:00,VIC1,13.58447
2026-03-13 04:55:00,VIC1,12.71
2026-03-13 05:00:00,VIC1,13.53901
2026-03-13 05:05:00,VIC1,30.82813
2026-03-13 05:10:00,VIC1,19.18004
2026-03-13 05:15:00,VIC1,24.39297
2026-03-13 05:20:00,VIC1,22.05
2026-03-13 05:25:00,VIC1,15.39915
2026-03-13 05:30:00,VIC1,10.29
2026-03-13 05:35:00,VIC1,15.63993
