C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/09,07:30:19,0000000507010377,DEMAND,0000000507010375
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/09 07:00:00",NSW1,571.295,0.6,SATELLITE,"2026/03/09 07:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/09 07:00:00",QLD1,262.484,0.6,SATELLITE,"2026/03/09 07:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/09 07:00:00",SA1,50.483,0.6,SATELLITE,"2026/03/09 07:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/09 07:00:00",TAS1,22.468,0.6,SATELLITE,"2026/03/09 07:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/09 07:00:00",VIC1,332.289,0.6,SATELLITE,"2026/03/09 07:20:18"
C,"END OF REPORT",8
