C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/19,09:00:19,0000000508589624,DEMAND,0000000508589624
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/19 09:00:00",8642,0,0,"2026/03/19 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/19 09:00:00",6570,0,0,"2026/03/19 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/19 09:00:00",1153,0,0,"2026/03/19 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/19 09:00:00",1018,0,0,"2026/03/19 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/19 09:00:00",5747,0,0,"2026/03/19 09:00:01"
C,"END OF REPORT",8
