C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/15,09:30:18,0000000507961643,DEMAND,0000000507961643
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/15 09:30:00",4874,0,0,"2026/03/15 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/15 09:30:00",5013,0,0,"2026/03/15 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/15 09:30:00",778,0,0,"2026/03/15 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/15 09:30:00",868,0,0,"2026/03/15 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/15 09:30:00",3338,0,0,"2026/03/15 09:30:01"
C,"END OF REPORT",8
