C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/14,13:00:18,0000000507833646,DEMAND,0000000507833644
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/14 12:30:00",NSW1,4828.94,0.6,SATELLITE,"2026/03/14 12:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 12:30:00",QLD1,3773.648,0.6,SATELLITE,"2026/03/14 12:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 12:30:00",SA1,2002.251,0.6,SATELLITE,"2026/03/14 12:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 12:30:00",TAS1,249.431,0.6,SATELLITE,"2026/03/14 12:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 12:30:00",VIC1,3732.187,0.6,SATELLITE,"2026/03/14 12:50:19"
C,"END OF REPORT",8
