C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/10,12:00:20,0000000507193699,DEMAND,0000000507193697
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/10 11:30:00",NSW1,4535.009,0.6,SATELLITE,"2026/03/10 11:50:21"
D,ROOFTOP,ACTUAL,2,"2026/03/10 11:30:00",QLD1,3849.718,0.6,SATELLITE,"2026/03/10 11:50:21"
D,ROOFTOP,ACTUAL,2,"2026/03/10 11:30:00",SA1,1899.934,0.6,SATELLITE,"2026/03/10 11:50:21"
D,ROOFTOP,ACTUAL,2,"2026/03/10 11:30:00",TAS1,184.823,0.6,SATELLITE,"2026/03/10 11:50:21"
D,ROOFTOP,ACTUAL,2,"2026/03/10 11:30:00",VIC1,3717.676,0.6,SATELLITE,"2026/03/10 11:50:21"
C,"END OF REPORT",8
