C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/14,18:30:19,0000000507869744,DEMAND,0000000507869742
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/14 18:00:00",NSW1,260.311,0.6,SATELLITE,"2026/03/14 18:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 18:00:00",QLD1,142.525,0.6,SATELLITE,"2026/03/14 18:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 18:00:00",SA1,396.887,0.6,SATELLITE,"2026/03/14 18:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 18:00:00",TAS1,20.202,0.6,SATELLITE,"2026/03/14 18:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 18:00:00",VIC1,352.361,0.6,SATELLITE,"2026/03/14 18:20:18"
C,"END OF REPORT",8
