C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/21,02:30:12,0000000508923113,DEMAND,0000000508923113
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/21 02:30:00",6753,0,0,"2026/03/21 02:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/21 02:30:00",5827,0,0,"2026/03/21 02:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/21 02:30:00",1316,0,0,"2026/03/21 02:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/21 02:30:00",861,0,0,"2026/03/21 02:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/21 02:30:00",4265,0,0,"2026/03/21 02:30:02"
C,"END OF REPORT",8
