C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/16,12:00:19,0000000508132799,DEMAND,0000000508132799
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/16 12:00:00",5915,0,0,"2026/03/16 12:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/16 12:00:00",5536,0,0,"2026/03/16 12:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/16 12:00:00",1612,0,0,"2026/03/16 12:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/16 12:00:00",975,0,0,"2026/03/16 12:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/16 12:00:00",5606,0,0,"2026/03/16 12:00:02"
C,"END OF REPORT",8
