C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/17,10:30:20,0000000508283312,DEMAND,0000000508283312
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/17 10:30:00",7869,0,0,"2026/03/17 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/17 10:30:00",5519,0,0,"2026/03/17 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/17 10:30:00",1231,0,0,"2026/03/17 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/17 10:30:00",872,0,0,"2026/03/17 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/17 10:30:00",5235,0,0,"2026/03/17 10:30:01"
C,"END OF REPORT",8
