C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/16,08:30:09,0000000508106583,DEMAND,0000000508106581
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/16 08:00:00",NSW1,2073.905,0.6,SATELLITE,"2026/03/16 08:20:22"
D,ROOFTOP,ACTUAL,2,"2026/03/16 08:00:00",QLD1,1746.738,0.6,SATELLITE,"2026/03/16 08:20:22"
D,ROOFTOP,ACTUAL,2,"2026/03/16 08:00:00",SA1,123.511,0.6,SATELLITE,"2026/03/16 08:20:22"
D,ROOFTOP,ACTUAL,2,"2026/03/16 08:00:00",TAS1,24.865,0.6,SATELLITE,"2026/03/16 08:20:22"
D,ROOFTOP,ACTUAL,2,"2026/03/16 08:00:00",VIC1,291.621,0.6,SATELLITE,"2026/03/16 08:20:22"
C,"END OF REPORT",8
