C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/10,13:30:19,0000000507204625,DEMAND,0000000507204625
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/10 13:30:00",6995,0,0,"2026/03/10 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/10 13:30:00",5476,0,0,"2026/03/10 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/10 13:30:00",416,0,0,"2026/03/10 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/10 13:30:00",906,0,0,"2026/03/10 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/10 13:30:00",4203,0,0,"2026/03/10 13:30:01"
C,"END OF REPORT",8
