C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/13,01:00:15,0000000507593098,DEMAND,0000000507593098
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/13 01:00:00",6993,0,0,"2026/03/13 01:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/13 01:00:00",6356,0,0,"2026/03/13 01:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/13 01:00:00",1482,0,0,"2026/03/13 01:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/13 01:00:00",934,0,0,"2026/03/13 01:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/13 01:00:00",4565,0,0,"2026/03/13 01:00:02"
C,"END OF REPORT",8
