C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/10,21:30:18,0000000507251905,DEMAND,0000000507251905
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/10 21:30:00",8355,0,0,"2026/03/10 21:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/10 21:30:00",7434,0,0,"2026/03/10 21:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/10 21:30:00",1565,0,0,"2026/03/10 21:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/10 21:30:00",1023,0,0,"2026/03/10 21:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/10 21:30:00",5739,0,0,"2026/03/10 21:30:03"
C,"END OF REPORT",8
