C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/10,01:00:31,0000000507122191,DEMAND,0000000507122191
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/10 01:00:00",6987,0,0,"2026/03/10 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/10 01:00:00",5990,0,0,"2026/03/10 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/10 01:00:00",1270,0,0,"2026/03/10 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/10 01:00:00",926,0,0,"2026/03/10 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/10 01:00:00",4523,0,0,"2026/03/10 01:00:01"
C,"END OF REPORT",8
