C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/18,15:00:09,0000000508464000,DEMAND,0000000508463998
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/18 14:30:00",NSW1,1943.656,0.6,SATELLITE,"2026/03/18 14:50:20"
D,ROOFTOP,ACTUAL,2,"2026/03/18 14:30:00",QLD1,2549.764,0.6,SATELLITE,"2026/03/18 14:50:20"
D,ROOFTOP,ACTUAL,2,"2026/03/18 14:30:00",SA1,629.85,0.6,SATELLITE,"2026/03/18 14:50:20"
D,ROOFTOP,ACTUAL,2,"2026/03/18 14:30:00",TAS1,204.208,0.6,SATELLITE,"2026/03/18 14:50:20"
D,ROOFTOP,ACTUAL,2,"2026/03/18 14:30:00",VIC1,2381.82,0.6,SATELLITE,"2026/03/18 14:50:20"
C,"END OF REPORT",8
