C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/18,22:30:13,0000000508516535,DEMAND,0000000508516535
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/18 22:30:00",7959,0,0,"2026/03/18 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/18 22:30:00",6989,0,0,"2026/03/18 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/18 22:30:00",1398,0,0,"2026/03/18 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/18 22:30:00",933,0,0,"2026/03/18 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/18 22:30:00",4931,0,0,"2026/03/18 22:30:01"
C,"END OF REPORT",8
