C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_HH,AEMO,PUBLIC,2026/03/21,10:30:12,0000000508975064,DEMAND,0000000508975064
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2026/03/21 10:30:00",6275,0,0,"2026/03/21 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,QLD1,"2026/03/21 10:30:00",4922,0,0,"2026/03/21 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,SA1,"2026/03/21 10:30:00",435,0,0,"2026/03/21 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,TAS1,"2026/03/21 10:30:00",847,0,0,"2026/03/21 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,VIC1,"2026/03/21 10:30:00",3759,0,0,"2026/03/21 10:30:01"
C,"END OF REPORT",8
