C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/14,18:00:20,0000000507866543,DEMAND,0000000507866541
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/14 17:30:00",NSW1,744.959,0.6,SATELLITE,"2026/03/14 17:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 17:30:00",QLD1,472.52,0.6,SATELLITE,"2026/03/14 17:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 17:30:00",SA1,655.395,0.6,SATELLITE,"2026/03/14 17:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 17:30:00",TAS1,43.794,0.6,SATELLITE,"2026/03/14 17:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/14 17:30:00",VIC1,738.778,0.6,SATELLITE,"2026/03/14 17:50:18"
C,"END OF REPORT",8
