C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/17,14:30:09,0000000508310536,DEMAND,0000000508310534
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/17 14:00:00",NSW1,2624.25,0.6,SATELLITE,"2026/03/17 14:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 14:00:00",QLD1,3842.256,0.6,SATELLITE,"2026/03/17 14:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 14:00:00",SA1,810.674,0.6,SATELLITE,"2026/03/17 14:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 14:00:00",TAS1,173.06,0.6,SATELLITE,"2026/03/17 14:20:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 14:00:00",VIC1,1299.675,0.6,SATELLITE,"2026/03/17 14:20:18"
C,"END OF REPORT",8
