C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2026/03/17,09:00:17,0000000508273637,DEMAND,0000000508273635
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2026/03/17 08:30:00",NSW1,1327.965,0.6,SATELLITE,"2026/03/17 08:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 08:30:00",QLD1,2502.947,0.6,SATELLITE,"2026/03/17 08:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 08:30:00",SA1,295.323,0.6,SATELLITE,"2026/03/17 08:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 08:30:00",TAS1,108.877,0.6,SATELLITE,"2026/03/17 08:50:18"
D,ROOFTOP,ACTUAL,2,"2026/03/17 08:30:00",VIC1,666.972,0.6,SATELLITE,"2026/03/17 08:50:18"
C,"END OF REPORT",8
